dataset,prediction_method,class,loss_metric,loss_function,lr,beta_1,monitor_metric,monitor_mode,restore_best,features,sample_rate,noise_rate,label_noise_rate,epochs,batch_size,data_length_time,repetitions,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_time,segments_overlap,inner_classifier,calibration,last_activation,M,datetime,running_time,n_params,decision_time,decision_overlap,Core_pesl_mean,Core_pesl_std,Core_pesl_max,Core_pesl_min,Core_mse_mean,Core_mse_std,Core_mse_max,Core_mse_min,Core_esl_mean,Core_esl_std,Core_esl_max,Core_esl_min,Core_ll_mean,Core_ll_std,Core_ll_max,Core_ll_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_pesl_mean,MV_pesl_std,MV_pesl_max,MV_pesl_min,MV_esl_mean,MV_esl_std,MV_esl_max,MV_esl_min,MV_ll_mean,MV_ll_std,MV_ll_max,MV_ll_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_pesl_mean,MS_pesl_std,MS_pesl_max,MS_pesl_min,MS_esl_mean,MS_esl_std,MS_esl_max,MS_esl_min,MS_ll_mean,MS_ll_std,MS_ll_max,MS_ll_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min,UQ_Total_mean,UQ_Total_std,UQ_Total_max,UQ_Total_min,UQ_Model_mean,UQ_Model_std,UQ_Model_max,UQ_Model_min,UQ_Data_mean,UQ_Data_std,UQ_Data_max,UQ_Data_min,validation_metric_ms_pesl_mean,validation_metric_ms_pesl_std,validation_metric_ms_pesl_max,validation_metric_ms_pesl_min,calibration_metric_ECE_mean,calibration_metric_ECE_std,calibration_metric_ECE_max,calibration_metric_ECE_min,calibration_metric_ACE_mean,calibration_metric_ACE_std,calibration_metric_ACE_max,calibration_metric_ACE_min,calibration_metric_MCE_mean,calibration_metric_MCE_std,calibration_metric_MCE_max,calibration_metric_MCE_min,calibration_metric_MMCE_mean,calibration_metric_MMCE_std,calibration_metric_MMCE_max,calibration_metric_MMCE_min
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[Calibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.5019628,0.04159756,0.5925221,0.4409294,0.05702147081835415,0.005182930170074949,0.06974526098968371,0.048626418303187854,0.05702147081835414,0.005182930170074949,0.06974526098968371,0.04862641830318786,2.030134296847025,0.31046339441513626,2.7600589485483136,1.5554053760675683,0.51460945286681,0.04013898928514333,0.5720330832852472,0.4296980188497788,0.5071727353104241,0.03239357585111461,0.5803311623453279,0.45557483639970836,0.49595775429009303,0.04229149420829279,0.5613652563323951,0.41696191118236214,0.49428390085089213,0.03981973848621444,0.5629892551689876,0.4220119796286068,0.30440444,0.07890292,0.4434721,0.17056371,0.03553651147840502,0.005024719398875142,0.04567330229512143,0.029782907733887483,1.0760113689425213,0.3224552724617275,1.8287070844641757,0.7457182407499827,0.706689536878216,0.08139835689677308,0.8490566037735849,0.5660377358490566,0.6883808321308321,0.07734574843823702,0.7964285714285716,0.5416666666666666,0.6717171717171717,0.0947366610970906,0.81984126984127,0.5115079365079366,0.6582360711652858,0.08813609565062143,0.8003459503459504,0.5093462093462092,0.2938278,0.07768387,0.44281945,0.18745717,0.035966180488555405,0.004521036405335374,0.045020708330301126,0.03118895100358494,0.9100432820766264,0.11053627061865148,1.1439010041181856,0.7891193437128793,0.7186963979416809,0.08023338294014754,0.8301886792452831,0.5660377358490566,0.7032454288136106,0.08439671522020943,0.8331349206349205,0.587962962962963,0.6865981240981242,0.09064787306539143,0.8400793650793651,0.5501984126984127,0.673526148292191,0.0905108578465043,0.8235449735449736,0.5395568483803778,2.91164486869033,0.20862026204871786,3.2354514695428147,2.4742496542069294,-1.1000155499998281e-15,1.2890759991025956e-14,2.708944180085382e-14,-2.7977620220553945e-14,2.9116448686903307,0.20862026204871564,3.2354514695428014,2.474249654206924,0.3097904,0.08480409,0.4825564,0.14166266,0.20960480849732965,0.03650750173500946,0.3013475433831766,0.15294871392571532,0.2079588823527848,0.03214229212686952,0.2816616222692725,0.16259887141819743,0.44672364163814254,0.133525117181618,0.8017949610948563,0.2790380080094498,0.1660161503685497,0.030750135740329997,0.24189294811706658,0.11877897808624656
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[UnCalibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.5019628,0.04159756,0.5925221,0.4409294,0.05702147081835415,0.005182930170074949,0.06974526098968371,0.048626418303187854,0.05702147081835414,0.005182930170074949,0.06974526098968371,0.04862641830318786,2.030134296847025,0.31046339441513626,2.7600589485483136,1.5554053760675683,0.51460945286681,0.04013898928514333,0.5720330832852472,0.4296980188497788,0.5071727353104241,0.03239357585111461,0.5803311623453279,0.45557483639970836,0.49595775429009303,0.04229149420829279,0.5613652563323951,0.41696191118236214,0.49428390085089213,0.03981973848621444,0.5629892551689876,0.4220119796286068,0.3407308,0.07632739,0.480406,0.24235041,0.0372716545657112,0.004851573661701678,0.0480160390243935,0.03211777630807592,1.1190322826333376,0.3258949205389757,1.8939051769869237,0.7903762609740695,0.6689536878216124,0.07856591760273611,0.7735849056603774,0.5283018867924528,0.6504416879416879,0.06979796783531528,0.7523809523809524,0.5437500000000001,0.6293831168831169,0.09072100552759106,0.7412698412698413,0.47182539682539687,0.6144847119111824,0.08352162424497815,0.7229409479409479,0.46356074481074483,0.3298876,0.06720761,0.47924718,0.24134147,0.0374347974475203,0.004255455938493971,0.04685722863050986,0.03183974903119706,0.950593374805867,0.10673403526571645,1.1917308588649693,0.8077671515574042,0.6809605488850771,0.06895283445022908,0.7735849056603774,0.5283018867924528,0.6660132165813984,0.07248100496341545,0.7787037037037038,0.5509920634920634,0.6461219336219336,0.07735908983884839,0.7323412698412698,0.5015873015873016,0.6326133180024258,0.0785163457790526,0.7299755799755799,0.49035049917402856,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.20960480849732965,0.03650750173500946,0.3013475433831766,0.15294871392571532,0.2079588823527848,0.03214229212686952,0.2816616222692725,0.16259887141819743,0.44672364163814254,0.133525117181618,0.8017949610948563,0.2790380080094498,0.1660161503685497,0.030750135740329997,0.24189294811706658,0.11877897808624656
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.35862148,0.06763398,0.47882858,0.2581904,0.039439070006298996,0.004516061040580564,0.046833375410151784,0.033347622110150466,1.1540200042567361,0.22046319352552932,1.4911262923175836,0.8364253500619285,0.6518010291595197,0.06891015240686335,0.7547169811320755,0.5283018867924528,0.6497521207748481,0.08385978583831112,0.8327546296296297,0.5131448412698413,0.6244047619047618,0.0631054471851703,0.7192460317460316,0.5119047619047619,0.60598416247485,0.07014211512224505,0.7185425685425684,0.4923913043478261,0.35405567,0.06841628,0.45236552,0.24711134,0.045879534474973685,0.00422146084624616,0.05456679426115099,0.039564148700864936,1.263015358220249,0.1309419741037401,1.5184165051280325,1.0767941759979114,0.6638078902229846,0.0705139100895179,0.7735849056603774,0.5660377358490566,0.6217081529581528,0.0861136589235056,0.8055555555555557,0.5263227513227513,0.6281565656565656,0.06521617742810276,0.7317460317460318,0.5476190476190476,0.5985089592991365,0.07482130131318317,0.7284932659932659,0.5018037518037518,2.91164486869033,0.20862026204871786,3.2354514695428147,2.4742496542069294,-1.1000155499998281e-15,1.2890759991025956e-14,2.708944180085382e-14,-2.7977620220553945e-14,2.9116448686903307,0.20862026204871564,3.2354514695428014,2.474249654206924,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.3757655,0.051831074,0.47964042,0.29302326,0.04085982564475919,0.004317468900408988,0.04793176073322705,0.033589314133885294,1.1924502859235373,0.2115455617263289,1.5117337730137415,0.9069154311852026,0.6346483704974271,0.05230857866887446,0.7169811320754716,0.5283018867924528,0.6300253939959822,0.06908638650446595,0.8028322440087146,0.5395833333333334,0.6042748917748917,0.046753218917562483,0.6712301587301587,0.5303571428571429,0.5889385313428375,0.05017427313693585,0.6826298701298702,0.5191498316498316,0.37236613,0.07597184,0.4873835,0.23007803,0.04689439523003152,0.0041979043506584135,0.05499353459989521,0.039826444381553444,1.2941884020532493,0.13040247509744868,1.535485915735765,1.0848910029328185,0.6449399656946827,0.07875293504802056,0.7924528301886793,0.5283018867924528,0.5988289278062005,0.0876458200971141,0.8277777777777778,0.5265873015873016,0.6091991341991342,0.06917683299099243,0.7456349206349207,0.5261904761904762,0.5790803289079393,0.0758508009973183,0.7488636363636365,0.5043290043290044,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Data],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.35862148,0.06763398,0.47882858,0.2581904,0.03943907000629901,0.004516061040580594,0.04683337541015191,0.03334762211015047,1.1540200042567366,0.2204631935255292,1.4911262923175832,0.8364253500619283,0.6518010291595197,0.06891015240686335,0.7547169811320755,0.5283018867924528,0.6497521207748481,0.08385978583831112,0.8327546296296297,0.5131448412698413,0.6244047619047618,0.0631054471851703,0.7192460317460316,0.5119047619047619,0.60598416247485,0.07014211512224505,0.7185425685425684,0.4923913043478261,0.35405567,0.06841628,0.45236552,0.24711134,0.0458795344749737,0.004221460846246173,0.05456679426115103,0.039564148700864936,1.2630153582202492,0.13094197410374053,1.5184165051280338,1.0767941759979116,0.6638078902229846,0.0705139100895179,0.7735849056603774,0.5660377358490566,0.6217081529581528,0.0861136589235056,0.8055555555555557,0.5263227513227513,0.6281565656565656,0.06521617742810276,0.7317460317460318,0.5476190476190476,0.5985089592991365,0.07482130131318317,0.7284932659932659,0.5018037518037518,2.91164486869033,0.20862026204871786,3.2354514695428147,2.4742496542069294,-1.1000155499998281e-15,1.2890759991025956e-14,2.708944180085382e-14,-2.7977620220553945e-14,2.9116448686903307,0.20862026204871564,3.2354514695428014,2.474249654206924,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Data],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.37576494,0.05183084,0.4796393,0.29302454,0.040859279247553254,0.004317203374271571,0.04793113187097327,0.03359057832780678,1.1924352162687586,0.21155178917689865,1.5117570483703224,0.906862023175289,0.6346483704974271,0.05230857866887446,0.7169811320754716,0.5283018867924528,0.6294391746597628,0.06915190452742656,0.8028322440087146,0.5395833333333334,0.6042748917748917,0.046753218917562483,0.6712301587301587,0.5303571428571429,0.5884597172276597,0.050450327778827235,0.6826298701298702,0.5191498316498316,0.37236592,0.07597187,0.48738343,0.23007828,0.046894232751423036,0.004197932112001107,0.05499346528794187,0.039826703329300946,1.2941828051254218,0.13040543705064483,1.5354897024927538,1.0848948579272863,0.6449399656946827,0.07875293504802056,0.7924528301886793,0.5283018867924528,0.5988289278062005,0.0876458200971141,0.8277777777777778,0.5265873015873016,0.6091991341991342,0.06917683299099243,0.7456349206349207,0.5261904761904762,0.5790803289079393,0.0758508009973183,0.7488636363636365,0.5043290043290044,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Model],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.35861287,0.0671898,0.47902754,0.25820002,0.03943049275425374,0.004544523762674391,0.046838685768081825,0.03335726411355158,1.1536724527580824,0.21877006369024468,1.4823675652999266,0.8390213317460103,0.6466552315608919,0.06735558804827396,0.7547169811320755,0.5283018867924528,0.6458814333814333,0.08306653027961129,0.8327546296296297,0.5409226190476191,0.6207251082251081,0.06255150673382308,0.7192460317460316,0.5119047619047619,0.6035387276624016,0.0673198389504734,0.7183441558441559,0.505764411027569,0.35407886,0.06975343,0.45247167,0.24711594,0.045902766189202325,0.004244668684547558,0.05467290737008374,0.03956876742030172,1.2636028782652071,0.13133672582284872,1.520525515516813,1.0768856893735017,0.6638078902229846,0.07187762209179062,0.7735849056603774,0.5660377358490566,0.6205264222309677,0.08619391208458792,0.8055555555555557,0.5263227513227513,0.6277777777777777,0.06648130969537348,0.7317460317460318,0.5476190476190476,0.5981485449118435,0.07617334657340731,0.7284932659932659,0.5018037518037518,2.91164486869033,0.20862026204871786,3.2354514695428147,2.4742496542069294,-1.1000155499998281e-15,1.2890759991025956e-14,2.708944180085382e-14,-2.7977620220553945e-14,2.9116448686903307,0.20862026204871564,3.2354514695428014,2.474249654206924,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Model],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.36332998,0.06617195,0.47902772,0.2581999,0.03943057499202471,0.004544551146281093,0.046838848065683725,0.033357115660136716,1.1536747626651533,0.2187691593311971,1.4823648152240194,0.8390247143389031,0.6466552315608919,0.06735558804827396,0.7547169811320755,0.5283018867924528,0.6442434675890558,0.08587461989858595,0.8327546296296297,0.5139764239028946,0.6203463203463202,0.06300761949511052,0.7192460317460316,0.5119047619047619,0.6026518290976374,0.06961612691043297,0.7183441558441559,0.4910409035409035,0.35407892,0.06975342,0.45247167,0.24711591,0.04590279393813741,0.004244664219896825,0.05467291701107731,0.03956873873094577,1.2636038781597814,0.1313363746319133,1.5205252846187745,1.0768853267592746,0.6638078902229846,0.07187762209179062,0.7735849056603774,0.5660377358490566,0.6205264222309677,0.08619391208458792,0.8055555555555557,0.5263227513227513,0.6277777777777777,0.06648130969537348,0.7317460317460318,0.5476190476190476,0.5981485449118435,0.07617334657340731,0.7284932659932659,0.5018037518037518,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[-][No],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.53446364,0.039555788,0.60588735,0.46840185,0.056454965376190165,0.003603703666321516,0.06283424745297883,0.04947512761708232,0.056454965376190165,0.0036037036663215173,0.06283424745297883,0.049475127617082316,1.9087403432693528,0.28621241536767317,2.663155534980387,1.6163250804957994,0.4785360821136932,0.0393859348845721,0.5429890363531449,0.40757838045778033,0.47977209948402494,0.0351020505855719,0.5612916604570851,0.4245643551911971,0.46696969946168776,0.035339149811867546,0.5230887785545874,0.3928532565600324,0.462948402534888,0.03242505489723055,0.5203852494243167,0.40205138272382984,0.35861287,0.0671898,0.47902754,0.25820002,0.039430492754253775,0.004544523762674538,0.04683868576808249,0.033357264113551555,1.1536724527580844,0.21877006369024446,1.482367565299926,0.8390213317460204,0.6483704974271011,0.06839589035120715,0.7547169811320755,0.5283018867924528,0.6446458633958634,0.08598909733202056,0.8327546296296297,0.5086805555555556,0.6214285714285714,0.06394376211801048,0.7192460317460316,0.5119047619047619,0.6035439215178626,0.07035368464708269,0.7185425685425684,0.4891861761426979,0.35407886,0.06975343,0.45247167,0.24711594,0.04590276618920237,0.004244668684547641,0.054672907370084046,0.03956876742030179,1.2636028782652082,0.13133672582285047,1.5205255155168214,1.076885689373504,0.6638078902229846,0.07187762209179062,0.7735849056603774,0.5660377358490566,0.6205264222309677,0.08619391208458792,0.8055555555555557,0.5263227513227513,0.6277777777777777,0.06648130969537348,0.7317460317460318,0.5476190476190476,0.5981485449118435,0.07617334657340731,0.7284932659932659,0.5018037518037518,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.09223991152165856,0.019128065394515538,0.1300575522941292,0.06940345012410738,0.11146072180005379,0.02317091468668873,0.1421905616476957,0.07556405383855795,0.37660521456276025,0.22002681791134693,0.8072806956785046,0.1403978632614248,0.03742905927433863,0.010652290475987505,0.058157978669788835,0.02394356932784195
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[-][No],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7d3883d4d3c0>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,5,20,10,4,6,1,0:00:08,0.75,CNN_L,BBQ,softmax,300,2024:06:01 00:29:05,11201 seconds,152956,0:03:00,0,0.5019628,0.04159756,0.5925221,0.4409294,0.05702147081835415,0.005182930170074949,0.06974526098968371,0.048626418303187854,0.05702147081835414,0.005182930170074949,0.06974526098968371,0.04862641830318786,2.030134296847025,0.31046339441513626,2.7600589485483136,1.5554053760675683,0.51460945286681,0.04013898928514333,0.5720330832852472,0.4296980188497788,0.5071727353104241,0.03239357585111461,0.5803311623453279,0.45557483639970836,0.49595775429009303,0.04229149420829279,0.5613652563323951,0.41696191118236214,0.49428390085089213,0.03981973848621444,0.5629892551689876,0.4220119796286068,0.3044287,0.08630857,0.46078762,0.17055543,0.035560776816694076,0.0050256385178269174,0.04569324894409587,0.02976847801068742,1.0767730682552377,0.3230715342889086,1.8332349406219302,0.7481227019946382,0.7015437392795885,0.09024320026048652,0.8490566037735849,0.5471698113207547,0.6782497594997595,0.08226638382027467,0.7964285714285716,0.5343915343915344,0.6656565656565656,0.10076145701054813,0.81984126984127,0.4906746031746032,0.6517206156859267,0.09342744065644538,0.8003459503459504,0.4901841214341214,0.29384544,0.080300905,0.46017125,0.18743742,0.035983783415106906,0.0045357272021337965,0.04507686583747629,0.03119339897352774,0.9107567444286406,0.11088849520957585,1.1469092624418498,0.7891627448618403,0.7186963979416808,0.08300894430574864,0.8301886792452831,0.5471698113207547,0.7027223407905226,0.08515085915105006,0.8331349206349205,0.5805555555555556,0.6865981240981242,0.09264879793090779,0.8400793650793651,0.5293650793650794,0.6734052254439954,0.09185717107401296,0.8235449735449736,0.5231066319301613,3.571931,0.0046300273,3.578634,3.4615371,-2.2933442e-08,7.7039995e-06,1.66893e-05,-1.66893e-05,3.5719311,0.004630012,3.578625,3.4615445,0.3097904,0.08480409,0.4825564,0.14166266,0.20960480849732965,0.03650750173500946,0.3013475433831766,0.15294871392571532,0.2079588823527848,0.03214229212686952,0.2816616222692725,0.16259887141819743,0.44672364163814254,0.133525117181618,0.8017949610948563,0.2790380080094498,0.1660161503685497,0.030750135740329997,0.24189294811706658,0.11877897808624656
