dataset,prediction_method,class,loss_metric,loss_function,lr,beta_1,monitor_metric,monitor_mode,restore_best,features,sample_rate,noise_rate,label_noise_rate,epochs,batch_size,data_length_time,repetitions,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_time,segments_overlap,inner_classifier,calibration,M,datetime,running_time,n_params,decision_time,decision_overlap,Core_pesl_mean,Core_pesl_std,Core_pesl_max,Core_pesl_min,Core_mse_mean,Core_mse_std,Core_mse_max,Core_mse_min,Core_esl_mean,Core_esl_std,Core_esl_max,Core_esl_min,Core_ll_mean,Core_ll_std,Core_ll_max,Core_ll_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_pesl_mean,MV_pesl_std,MV_pesl_max,MV_pesl_min,MV_esl_mean,MV_esl_std,MV_esl_max,MV_esl_min,MV_ll_mean,MV_ll_std,MV_ll_max,MV_ll_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_pesl_mean,MS_pesl_std,MS_pesl_max,MS_pesl_min,MS_esl_mean,MS_esl_std,MS_esl_max,MS_esl_min,MS_ll_mean,MS_ll_std,MS_ll_max,MS_ll_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min,UQ_Total_mean,UQ_Total_std,UQ_Total_max,UQ_Total_min,UQ_Model_mean,UQ_Model_std,UQ_Model_max,UQ_Model_min,UQ_Data_mean,UQ_Data_std,UQ_Data_max,UQ_Data_min,validation_metric_ms_pesl_mean,validation_metric_ms_pesl_std,validation_metric_ms_pesl_max,validation_metric_ms_pesl_min,calibration_metric_ECE_mean,calibration_metric_ECE_std,calibration_metric_ECE_max,calibration_metric_ECE_min,calibration_metric_ACE_mean,calibration_metric_ACE_std,calibration_metric_ACE_max,calibration_metric_ACE_min,calibration_metric_MCE_mean,calibration_metric_MCE_std,calibration_metric_MCE_max,calibration_metric_MCE_min
/kaggle/input/user-identification/Dataset#2/,InCls:[UnCalibrated]_UQ:[Calibrated][Totall],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017216342,0.0,0.017216342,0.017216342,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.7860787493649001,0.0,0.7860787493649001,0.7860787493649001,0.8632698997339882,0.0,0.8632698997339882,0.8632698997339882,0.8644724293292251,0.0,0.8644724293292251,0.8644724293292251,0.8153469511484696,0.0,0.8153469511484696,0.8153469511484696,0.8112232224933976,0.0,0.8112232224933976,0.8112232224933976,0.0070596016,0.0,0.0070596016,0.0070596016,0.004745628787432038,0.0,0.004745628787432038,0.004745628787432038,0.39720106239942254,0.0,0.39720106239942254,0.39720106239942254,0.9512847965738758,0.0,0.9512847965738758,0.9512847965738758,0.9613558602715149,0.0,0.9613558602715149,0.9613558602715149,0.9030149134868697,0.0,0.9030149134868697,0.9030149134868697,0.896690000553695,0.0,0.896690000553695,0.896690000553695,0.006879554,0.0,0.006879554,0.006879554,0.004794436511300141,0.0,0.004794436511300141,0.004794436511300141,0.37834248021720135,0.0,0.37834248021720135,0.37834248021720135,0.9561027837259101,0.0,0.9561027837259101,0.9561027837259101,0.9648717949130159,0.0,0.9648717949130159,0.9648717949130159,0.908245243128964,0.0,0.908245243128964,0.908245243128964,0.9020255240516111,0.0,0.9020255240516111,0.9020255240516111,3.790117612486331,0.0,3.790117612486331,3.790117612486331,1.911937175208782e-17,0.0,1.911937175208782e-17,1.911937175208782e-17,3.790117612486331,0.0,3.790117612486331,3.790117612486331,0.00017573149,0.0,0.00017573149,0.00017573149,0.06595443112915561,0.0,0.06595443112915561,0.06595443112915561,0.16349364717941553,0.0,0.16349364717941553,0.16349364717941553,0.8039527088403702,0.0,0.8039527088403702,0.8039527088403702
/kaggle/input/user-identification/Dataset#2/,InCls:[UnCalibrated]_UQ:[UnCalibrated][Totall],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017216342,0.0,0.017216342,0.017216342,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.7860787493649001,0.0,0.7860787493649001,0.7860787493649001,0.8632698997339882,0.0,0.8632698997339882,0.8632698997339882,0.8644724293292251,0.0,0.8644724293292251,0.8644724293292251,0.8153469511484696,0.0,0.8153469511484696,0.8153469511484696,0.8112232224933976,0.0,0.8112232224933976,0.8112232224933976,0.007691254,0.0,0.007691254,0.007691254,0.004945001113161294,0.0,0.004945001113161294,0.004945001113161294,0.4006465772118852,0.0,0.4006465772118852,0.4006465772118852,0.9421841541755889,0.0,0.9421841541755889,0.9421841541755889,0.9521059534254709,0.0,0.9521059534254709,0.9521059534254709,0.8928002894965961,0.0,0.8928002894965961,0.8928002894965961,0.884965963520156,0.0,0.884965963520156,0.884965963520156,0.00763902,0.0,0.00763902,0.00763902,0.004943624354857093,0.0,0.004943624354857093,0.004943624354857093,0.37926162603057656,0.0,0.37926162603057656,0.37926162603057656,0.943254817987152,0.0,0.943254817987152,0.943254817987152,0.9006832939393876,0.0,0.9006832939393876,0.9006832939393876,0.8913157647494174,0.0,0.8913157647494174,0.8913157647494174,0.8791518364266968,0.0,0.8791518364266968,0.8791518364266968,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.06595443112915561,0.0,0.06595443112915561,0.06595443112915561,0.16349364717941553,0.0,0.16349364717941553,0.16349364717941553,0.8039527088403702,0.0,0.8039527088403702,0.8039527088403702
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[Calibrated][Totall],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007297803,0.0,0.007297803,0.007297803,0.0049329744035814605,0.0,0.0049329744035814605,0.0049329744035814605,0.3950526179677746,0.0,0.3950526179677746,0.3950526179677746,0.9502141327623126,0.0,0.9502141327623126,0.9502141327623126,0.9629409592750994,0.0,0.9629409592750994,0.9629409592750994,0.9049957526770113,0.0,0.9049957526770113,0.9049957526770113,0.9034761951410012,0.0,0.9034761951410012,0.9034761951410012,0.0075043775,0.0,0.0075043775,0.0075043775,0.005342974203521851,0.0,0.005342974203521851,0.005342974203521851,0.414397298225506,0.0,0.414397298225506,0.414397298225506,0.9544967880085653,0.0,0.9544967880085653,0.9544967880085653,0.968185441905368,0.0,0.968185441905368,0.968185441905368,0.9075229714764598,0.0,0.9075229714764598,0.9075229714764598,0.9034780040198223,0.0,0.9034780040198223,0.9034780040198223,3.790117612486331,0.0,3.790117612486331,3.790117612486331,1.911937175208782e-17,0.0,1.911937175208782e-17,1.911937175208782e-17,3.790117612486331,0.0,3.790117612486331,3.790117612486331,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[UnCalibrated][Totall],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007894281,0.0,0.007894281,0.007894281,0.0051480284882181905,0.0,0.0051480284882181905,0.0051480284882181905,0.3985184316526273,0.0,0.3985184316526273,0.3985184316526273,0.9421841541755889,0.0,0.9421841541755889,0.9421841541755889,0.9571930038901366,0.0,0.9571930038901366,0.9571930038901366,0.8943406096415671,0.0,0.8943406096415671,0.8943406096415671,0.8898286122502037,0.0,0.8898286122502037,0.8898286122502037,0.0081309695,0.0,0.0081309695,0.0081309695,0.005461001708073171,0.0,0.005461001708073171,0.005461001708073171,0.4139892695900151,0.0,0.4139892695900151,0.4139892695900151,0.9437901498929336,0.0,0.9437901498929336,0.9437901498929336,0.954643075226856,0.0,0.954643075226856,0.954643075226856,0.8940799909472961,0.0,0.8940799909472961,0.8940799909472961,0.8861116497064495,0.0,0.8861116497064495,0.8861116497064495,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[Calibrated][Data],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007297803,0.0,0.007297803,0.007297803,0.0049329744035814605,0.0,0.0049329744035814605,0.0049329744035814605,0.3950526179677746,0.0,0.3950526179677746,0.3950526179677746,0.9502141327623126,0.0,0.9502141327623126,0.9502141327623126,0.9629409592750994,0.0,0.9629409592750994,0.9629409592750994,0.9049957526770113,0.0,0.9049957526770113,0.9049957526770113,0.9034761951410012,0.0,0.9034761951410012,0.9034761951410012,0.0075043775,0.0,0.0075043775,0.0075043775,0.005342974203521852,0.0,0.005342974203521852,0.005342974203521852,0.414397298225506,0.0,0.414397298225506,0.414397298225506,0.9544967880085653,0.0,0.9544967880085653,0.9544967880085653,0.968185441905368,0.0,0.968185441905368,0.968185441905368,0.9075229714764598,0.0,0.9075229714764598,0.9075229714764598,0.9034780040198223,0.0,0.9034780040198223,0.9034780040198223,3.790117612486331,0.0,3.790117612486331,3.790117612486331,1.911937175208782e-17,0.0,1.911937175208782e-17,1.911937175208782e-17,3.790117612486331,0.0,3.790117612486331,3.790117612486331,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[UnCalibrated][Data],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007894281,0.0,0.007894281,0.007894281,0.005148029013721293,0.0,0.005148029013721293,0.005148029013721293,0.39851843246821167,0.0,0.39851843246821167,0.39851843246821167,0.9421841541755889,0.0,0.9421841541755889,0.9421841541755889,0.9571930038901366,0.0,0.9571930038901366,0.9571930038901366,0.8943406096415671,0.0,0.8943406096415671,0.8943406096415671,0.8898286122502037,0.0,0.8898286122502037,0.8898286122502037,0.00813097,0.0,0.00813097,0.00813097,0.005461002213988865,0.0,0.005461002213988865,0.005461002213988865,0.413989275476062,0.0,0.413989275476062,0.413989275476062,0.9437901498929336,0.0,0.9437901498929336,0.9437901498929336,0.954643075226856,0.0,0.954643075226856,0.954643075226856,0.8940799909472961,0.0,0.8940799909472961,0.8940799909472961,0.8861116497064495,0.0,0.8861116497064495,0.8861116497064495,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[Calibrated][Model],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007050171,0.0,0.007050171,0.007050171,0.0049396246974899565,0.0,0.0049396246974899565,0.0049396246974899565,0.3959477894497409,0.0,0.3959477894497409,0.3959477894497409,0.9512847965738758,0.0,0.9512847965738758,0.9512847965738758,0.9647858421779091,0.0,0.9647858421779091,0.9647858421779091,0.905774422867446,0.0,0.905774422867446,0.905774422867446,0.9051018261201541,0.0,0.9051018261201541,0.9051018261201541,0.0075073093,0.0,0.0075073093,0.0075073093,0.005371334833099113,0.0,0.005371334833099113,0.005371334833099113,0.4160856122090723,0.0,0.4160856122090723,0.4160856122090723,0.9550321199143469,0.0,0.9550321199143469,0.9550321199143469,0.9690989007975505,0.0,0.9690989007975505,0.9690989007975505,0.9079734219269102,0.0,0.9079734219269102,0.9079734219269102,0.904859261652345,0.0,0.904859261652345,0.904859261652345,3.790117612486331,0.0,3.790117612486331,3.790117612486331,1.911937175208782e-17,0.0,1.911937175208782e-17,1.911937175208782e-17,3.790117612486331,0.0,3.790117612486331,3.790117612486331,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[UnCalibrated][Model],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007177311,0.0,0.007177311,0.007177311,0.004939623807981925,0.0,0.004939623807981925,0.004939623807981925,0.39594776920790886,0.0,0.39594776920790886,0.39594776920790886,0.9528907922912205,0.0,0.9528907922912205,0.9528907922912205,0.9664480416260037,0.0,0.9664480416260037,0.9664480416260037,0.9075235746165979,0.0,0.9075235746165979,0.9075235746165979,0.9068369150117144,0.0,0.9068369150117144,0.9068369150117144,0.0075073084,0.0,0.0075073084,0.0075073084,0.005371333827304286,0.0,0.005371333827304286,0.005371333827304286,0.4160855815731528,0.0,0.4160855815731528,0.4160855815731528,0.9550321199143469,0.0,0.9550321199143469,0.9550321199143469,0.9690989007975505,0.0,0.9690989007975505,0.9690989007975505,0.9079734219269102,0.0,0.9079734219269102,0.9079734219269102,0.904859261652345,0.0,0.904859261652345,0.904859261652345,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[Calibrated]_UQ:[-][No],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017989628,0.0,0.017989628,0.017989628,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.011111991866113472,0.0,0.011111991866113472,0.011111991866113472,0.8765170095432517,0.0,0.8765170095432517,0.8765170095432517,0.8551667689789236,0.0,0.8551667689789236,0.8551667689789236,0.8461197342343405,0.0,0.8461197342343405,0.8461197342343405,0.8084598576545942,0.0,0.8084598576545942,0.8084598576545942,0.8035751750725971,0.0,0.8035751750725971,0.8035751750725971,0.007050171,0.0,0.007050171,0.007050171,0.004939624697489958,0.0,0.004939624697489958,0.004939624697489958,0.39594778944974096,0.0,0.39594778944974096,0.39594778944974096,0.9539614561027837,0.0,0.9539614561027837,0.9539614561027837,0.9658484545737703,0.0,0.9658484545737703,0.9658484545737703,0.9090211761141994,0.0,0.9090211761141994,0.9090211761141994,0.9077190383448649,0.0,0.9077190383448649,0.9077190383448649,0.0075073093,0.0,0.0075073093,0.0075073093,0.005371334833099115,0.0,0.005371334833099115,0.005371334833099115,0.4160856122090723,0.0,0.4160856122090723,0.4160856122090723,0.9550321199143469,0.0,0.9550321199143469,0.9550321199143469,0.9690989007975505,0.0,0.9690989007975505,0.9690989007975505,0.9079734219269102,0.0,0.9079734219269102,0.9079734219269102,0.904859261652345,0.0,0.904859261652345,0.904859261652345,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.03934399651989809,0.0,0.03934399651989809,0.03934399651989809,0.06808713089824525,0.0,0.06808713089824525,0.06808713089824525,0.1463023956887608,0.0,0.1463023956887608,0.1463023956887608
/kaggle/input/user-identification/Dataset#2/,InCls:[UnCalibrated]_UQ:[-][No],20,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7cebc8ba3100>,0.0001,0.5,ms_pesl,min,True,"['x1', 'y1', 'z1', 'x2', 'y2', 'z2']",1,100,0.0,50,32,-1,1,2,1,1,1,1,0:00:32,0.75,CNN_L,ENIR,20,2024:07:23 10:51:31,2995 seconds,554948,0:02:08,0,0.017216342,0.0,0.017216342,0.017216342,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.010721662517209728,0.0,0.010721662517209728,0.010721662517209728,0.7860787493649001,0.0,0.7860787493649001,0.7860787493649001,0.8632698997339882,0.0,0.8632698997339882,0.8632698997339882,0.8644724293292251,0.0,0.8644724293292251,0.8644724293292251,0.8153469511484696,0.0,0.8153469511484696,0.8153469511484696,0.8112232224933976,0.0,0.8112232224933976,0.8112232224933976,0.006859708,0.0,0.006859708,0.006859708,0.004774590423577411,0.0,0.004774590423577411,0.004774590423577411,0.3988263575756071,0.0,0.3988263575756071,0.3988263575756071,0.9544967880085653,0.0,0.9544967880085653,0.9544967880085653,0.963086892915177,0.0,0.963086892915177,0.963086892915177,0.9085058618232352,0.0,0.9085058618232352,0.9085058618232352,0.9056473990314593,0.0,0.9056473990314593,0.9056473990314593,0.006986664,0.0,0.006986664,0.006986664,0.004825261646882889,0.0,0.004825261646882889,0.004825261646882889,0.37988396150005843,0.0,0.37988396150005843,0.37988396150005843,0.9544967880085653,0.0,0.9544967880085653,0.9544967880085653,0.9625859077101477,0.0,0.9625859077101477,0.9625859077101477,0.9052703110842646,0.0,0.9052703110842646,0.9052703110842646,0.8984401323804599,0.0,0.8984401323804599,0.8984401323804599,4.2071576,0.0,4.2071576,4.2071576,-2.1465965e-10,0.0,-2.1465965e-10,-2.1465965e-10,4.2071576,0.0,4.2071576,4.2071576,0.00017573149,0.0,0.00017573149,0.00017573149,0.06595443112915561,0.0,0.06595443112915561,0.06595443112915561,0.16349364717941553,0.0,0.16349364717941553,0.16349364717941553,0.8039527088403702,0.0,0.8039527088403702,0.8039527088403702
