dataset,prediction_method,class,loss_metric,loss_function,lr,beta_1,monitor_metric,monitor_mode,restore_best,features,sample_rate,noise_rate,label_noise_rate,epochs,batch_size,data_length_time,repetitions,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_time,segments_overlap,inner_classifier,calibration,M,datetime,running_time,n_params,decision_time,decision_overlap,Core_pesl_mean,Core_pesl_std,Core_pesl_max,Core_pesl_min,Core_mse_mean,Core_mse_std,Core_mse_max,Core_mse_min,Core_esl_mean,Core_esl_std,Core_esl_max,Core_esl_min,Core_ll_mean,Core_ll_std,Core_ll_max,Core_ll_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_pesl_mean,MV_pesl_std,MV_pesl_max,MV_pesl_min,MV_esl_mean,MV_esl_std,MV_esl_max,MV_esl_min,MV_ll_mean,MV_ll_std,MV_ll_max,MV_ll_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_pesl_mean,MS_pesl_std,MS_pesl_max,MS_pesl_min,MS_esl_mean,MS_esl_std,MS_esl_max,MS_esl_min,MS_ll_mean,MS_ll_std,MS_ll_max,MS_ll_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min,UQ_Total_mean,UQ_Total_std,UQ_Total_max,UQ_Total_min,UQ_Model_mean,UQ_Model_std,UQ_Model_max,UQ_Model_min,UQ_Data_mean,UQ_Data_std,UQ_Data_max,UQ_Data_min,validation_metric_ms_pesl_mean,validation_metric_ms_pesl_std,validation_metric_ms_pesl_max,validation_metric_ms_pesl_min,calibration_metric_ECE_mean,calibration_metric_ECE_std,calibration_metric_ECE_max,calibration_metric_ECE_min,calibration_metric_ACE_mean,calibration_metric_ACE_std,calibration_metric_ACE_max,calibration_metric_ACE_min,calibration_metric_MCE_mean,calibration_metric_MCE_std,calibration_metric_MCE_max,calibration_metric_MCE_min,calibration_metric_MMCE_mean,calibration_metric_MMCE_std,calibration_metric_MMCE_max,calibration_metric_MMCE_min
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[Calibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.20843492,0.020459423,0.24420825,0.17948352,0.1345733816114082,0.007572415437972699,0.1471430582371571,0.12284967194392157,0.1345733816114082,0.007572415437972695,0.1471430582371571,0.12284967194392157,1.3340687627120464,0.0757336798828804,1.4507925431149578,1.2161491925691665,0.5383653695889983,0.08099373065418879,0.646038443506798,0.393342709798406,0.5741326608104088,0.08013885523330676,0.6608597458133907,0.4163402238236419,0.5442713509567808,0.07988773486062703,0.652499065807745,0.3981352241030387,0.5428942999289911,0.0807002261177555,0.6491140513728632,0.39438681191205366,0.12756959,0.058378916,0.21428056,0.037857715,0.08150897866703687,0.03277029975584504,0.12700782328819982,0.037857720065408274,0.7739526535028459,0.2655508683215666,1.166856174880747,0.41444825236838007,0.712121212121212,0.16939908920452953,1.0,0.45454545454545453,0.778888888888889,0.16818934068777266,1.0,0.4733333333333333,0.7166666666666667,0.1630155639013468,1.0,0.4666666666666666,0.706904761904762,0.17585204519408293,1.0,0.43047619047619057,0.17628495,0.03966423,0.23240271,0.11652086,0.1302243423487203,0.008669843325830349,0.14513000330035775,0.11652086161624554,1.2812378037450751,0.08785717919888036,1.4251703959306796,1.1427110095700983,0.712121212121212,0.19928706724190767,1.0,0.45454545454545453,0.7266666666666667,0.2305227553642823,1.0,0.36666666666666664,0.7222222222222222,0.1872477727372524,1.0,0.4666666666666666,0.6934126984126984,0.2244311557324234,1.0,0.3666666666666666,1.9896289,0.29080912,2.31641,0.42622977,9.863316e-08,3.2708485e-06,6.67572e-06,-6.67572e-06,1.9896288,0.2908097,2.316407,0.42622906,0.14255643,0.031947356,0.20955934,0.110497445,0.194971529647864,0.06484731361337472,0.28497679221395367,0.10990950092847951,0.1686063479182711,0.05186247353247898,0.22691028612432879,0.0751411192416503,0.3761048868282914,0.1107775959101054,0.5184843758953379,0.20271329573443742,0.18638633407633756,0.061886539957699944,0.27449941805354316,0.10345196698850344
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[UnCalibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.20843492,0.020459423,0.24420825,0.17948352,0.1345733816114082,0.007572415437972699,0.1471430582371571,0.12284967194392157,0.1345733816114082,0.007572415437972695,0.1471430582371571,0.12284967194392157,1.3340687627120464,0.0757336798828804,1.4507925431149578,1.2161491925691665,0.5383653695889983,0.08099373065418879,0.646038443506798,0.393342709798406,0.5741326608104088,0.08013885523330676,0.6608597458133907,0.4163402238236419,0.5442713509567808,0.07988773486062703,0.652499065807745,0.3981352241030387,0.5428942999289911,0.0807002261177555,0.6491140513728632,0.39438681191205366,0.12279391,0.06005875,0.21107984,0.032578137,0.0791575529969979,0.03288911051752571,0.1238071187403388,0.0325781341277521,0.7615008260994353,0.26874933955566815,1.162141507248284,0.38223719889380575,0.7272727272727272,0.17407765595569785,1.0,0.45454545454545453,0.8094444444444444,0.1660702290829224,1.0,0.4733333333333333,0.7388888888888888,0.16601725330537706,1.0,0.4666666666666666,0.726904761904762,0.17787732827806893,1.0,0.43047619047619057,0.17595297,0.040357005,0.23219639,0.1146316,0.1298923684972831,0.009136298749905665,0.1449236858421758,0.11463160288120648,1.278263621859516,0.0915517497734485,1.4227801755932639,1.1265796659495158,0.712121212121212,0.19928706724190767,1.0,0.45454545454545453,0.7405555555555555,0.2361607790896848,1.0,0.36666666666666664,0.7222222222222222,0.18525924445036743,1.0,0.4666666666666666,0.691984126984127,0.22293588635082615,1.0,0.3666666666666666,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.194971529647864,0.06484731361337472,0.28497679221395367,0.10990950092847951,0.1686063479182711,0.05186247353247898,0.22691028612432879,0.0751411192416503,0.3761048868282914,0.1107775959101054,0.5184843758953379,0.20271329573443742,0.18638633407633756,0.061886539957699944,0.27449941805354316,0.10345196698850344
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.1396193,0.063518785,0.2133771,0.0675792,0.08386174282838728,0.03265894589043417,0.12610438608419075,0.04151744901005997,0.8237547247411934,0.28013811751058854,1.2020376498157235,0.430303735305692,0.6515151515151515,0.19928706724190767,0.9090909090909091,0.45454545454545453,0.6216666666666666,0.2593706771170329,0.95,0.26666666666666666,0.6333333333333334,0.20367003088692626,0.9,0.4,0.5971428571428571,0.23416356991520823,0.9047619047619048,0.3,0.15801005,0.054014787,0.24031359,0.08898196,0.10467670863746832,0.019854146491150217,0.13849541839432222,0.0744365084303701,1.0431069297324507,0.18807737169737804,1.326555307328997,0.7579394929784247,0.6666666666666666,0.2206093905842581,0.9090909090909091,0.36363636363636365,0.6611111111111111,0.28620548605313906,0.95,0.26,0.65,0.22993557873972087,0.9,0.3,0.6237179487179487,0.2638850124463613,0.9047619047619048,0.22564102564102564,1.9896289,0.29080912,2.31641,0.42622977,9.863316e-08,3.2708485e-06,6.67572e-06,-6.67572e-06,1.9896288,0.2908097,2.316407,0.42622906,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.13504939,0.06310065,0.21290635,0.050715707,0.0817160418898334,0.03244159820071622,0.12563360038097693,0.03617025016264222,0.8166493240660521,0.28411884987136227,1.2150339085051698,0.40149421706388283,0.6666666666666666,0.1940340678009954,0.9090909090909091,0.45454545454545453,0.6566666666666666,0.25912959720600837,0.95,0.26666666666666666,0.6555555555555556,0.2006163342807532,0.9,0.4,0.6290476190476191,0.23578802758651,0.9047619047619048,0.3,0.14960206,0.05117863,0.21063428,0.07085379,0.10354144358799583,0.020512901234571328,0.1379070074698063,0.07085379594216958,1.0348239108668242,0.19072471007966157,1.321657230344242,0.7342913137942151,0.712121212121212,0.20608288649599157,1.0,0.45454545454545453,0.7030555555555554,0.25587977621637703,1.0,0.4,0.7000000000000001,0.209054308024742,1.0,0.4666666666666666,0.6736580086580087,0.2394645574405998,1.0,0.43047619047619057,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Data],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.1396193,0.063518815,0.21337718,0.06757921,0.08386171793722937,0.03265897123937933,0.1261044314680177,0.04151743549008458,0.8237546076983717,0.2801380267217296,1.2020376026167634,0.4303045351372724,0.6515151515151515,0.19928706724190767,0.9090909090909091,0.45454545454545453,0.6216666666666666,0.2593706771170329,0.95,0.26666666666666666,0.6333333333333334,0.20367003088692626,0.9,0.4,0.5971428571428571,0.23416356991520823,0.9047619047619048,0.3,0.15801002,0.054014802,0.24031362,0.088981956,0.10467669488571275,0.019854159150545354,0.1384954452099124,0.07443650309958535,1.0431068748351437,0.18807742241108655,1.3265555610287443,0.7579397566550585,0.6666666666666666,0.2206093905842581,0.9090909090909091,0.36363636363636365,0.6611111111111111,0.28620548605313906,0.95,0.26,0.65,0.22993557873972087,0.9,0.3,0.6237179487179487,0.2638850124463613,0.9047619047619048,0.22564102564102564,1.9896289,0.29080912,2.31641,0.42622977,9.863316e-08,3.2708485e-06,6.67572e-06,-6.67572e-06,1.9896288,0.2908097,2.316407,0.42622906,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Data],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.13504624,0.06309866,0.212896,0.050718654,0.08171291505753964,0.03243914525980343,0.12562327713054658,0.0361731971399481,0.8166174236670573,0.2840880333674932,1.2149306592299143,0.40152723382764255,0.6666666666666666,0.1940340678009954,0.9090909090909091,0.45454545454545453,0.6566666666666666,0.25912959720600837,0.95,0.26666666666666666,0.6555555555555556,0.2006163342807532,0.9,0.4,0.6290476190476191,0.23578802758651,0.9047619047619048,0.3,0.14960186,0.05117818,0.21063305,0.070856266,0.103541249274665,0.020512185696602247,0.13790578595452174,0.07085626862297052,1.0348214000027685,0.1907206662596418,1.3216474119464083,0.7343107093232455,0.712121212121212,0.20608288649599157,1.0,0.45454545454545453,0.7030555555555554,0.25587977621637703,1.0,0.4,0.7000000000000001,0.209054308024742,1.0,0.4666666666666666,0.6736580086580087,0.2394645574405998,1.0,0.43047619047619057,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Model],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.13578747,0.06696617,0.21550061,0.05102271,0.08245415058477126,0.03345046506400977,0.12822790442301385,0.0364772490970969,0.8189949879409347,0.28987341943458833,1.2170972181523039,0.39890315334724397,0.6666666666666666,0.21427478217774168,0.9090909090909091,0.45454545454545453,0.66,0.28663436510519674,0.95,0.26666666666666666,0.65,0.22005891467042624,0.9,0.4,0.6229365079365079,0.2569914922912883,0.9047619047619048,0.3,0.15455265,0.058127396,0.24079205,0.0704869,0.10364356297627973,0.02096000248422046,0.13897389846422936,0.07048690287156621,1.0350266985467569,0.19504408657837213,1.3299706020860969,0.7294430201090496,0.6818181818181818,0.23908687633423487,1.0,0.36363636363636365,0.6672222222222222,0.2970497942212948,1.0,0.26,0.6666666666666666,0.25018511664883786,1.0,0.3,0.6375274725274725,0.2838653771889772,1.0,0.22564102564102564,1.9896289,0.29080912,2.31641,0.42622977,9.863316e-08,3.2708485e-06,6.67572e-06,-6.67572e-06,1.9896288,0.2908097,2.316407,0.42622906,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Model],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.1357875,0.066966206,0.21550074,0.05102266,0.08245416448588673,0.033450504384858165,0.12822802230478605,0.036477207648044345,0.8189951125487887,0.2898736483121549,1.2170978016213134,0.398902998401104,0.6666666666666666,0.21427478217774168,0.9090909090909091,0.45454545454545453,0.66,0.28663436510519674,0.95,0.26666666666666666,0.65,0.22005891467042624,0.9,0.4,0.6229365079365079,0.2569914922912883,0.9047619047619048,0.3,0.15455265,0.058127422,0.24079213,0.07048687,0.1036435579136311,0.020960019411274858,0.138973933692916,0.07048687506241402,1.0350267057140712,0.19504422456120835,1.3299709186691995,0.7294428833435602,0.6818181818181818,0.23908687633423487,1.0,0.36363636363636365,0.6672222222222222,0.2970497942212948,1.0,0.26,0.6666666666666666,0.25018511664883786,1.0,0.3,0.6375274725274725,0.2838653771889772,1.0,0.22564102564102564,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[-][No],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.2006283,0.028741632,0.2474818,0.15728877,0.12491646372858305,0.015018479591588913,0.1459159231308762,0.10020484745631215,0.12491646372858306,0.015018479591588911,0.1459159231308762,0.10020484745631217,1.3701075842809185,0.20997332291971982,1.659858756205821,1.0719663704727547,0.5262541022034692,0.08808919464319219,0.6432255039849977,0.3647444913267698,0.5498449259124545,0.08910310358750687,0.6453703308118117,0.37423094150593045,0.5302631522677939,0.0935657907021248,0.6507974248770234,0.3519153901256268,0.5224996299550503,0.0960092266218285,0.6355604245110591,0.33416256156947544,0.13578747,0.0669662,0.21550068,0.051022686,0.08245414098795575,0.03345048907844507,0.12822795687820637,0.03647723123563929,0.8189949044766299,0.2898734619622863,1.2170971977304754,0.39890325067603527,0.6666666666666666,0.21427478217774168,0.9090909090909091,0.45454545454545453,0.66,0.28663436510519674,0.95,0.26666666666666666,0.65,0.22005891467042624,0.9,0.4,0.6229365079365079,0.2569914922912883,0.9047619047619048,0.3,0.15455264,0.058127414,0.2407921,0.070486896,0.1036435555616348,0.020960015181124527,0.1389739263271045,0.0704868928911545,1.0350266846970428,0.19504420674906875,1.3299708661492158,0.7294430225082174,0.6818181818181818,0.23908687633423487,1.0,0.36363636363636365,0.6672222222222222,0.2970497942212948,1.0,0.26,0.6666666666666666,0.25018511664883786,1.0,0.3,0.6375274725274725,0.2838653771889772,1.0,0.22564102564102564,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.07151735360002236,0.03084353098996588,0.13272998432737532,0.03292645057126272,0.10378493321026899,0.04914335503876251,0.2098221964320107,0.062359778070317534,0.3592991534254277,0.22471412621642128,0.8118918538093567,0.15987337649274036,0.04950105987568973,0.03548467797715016,0.11730519842801983,0.01157408740344589
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[-][No],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7c3207ecd8d0>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,5,10,5,2,3,1,0:00:03,0.75,CNN_L,HistogramBinning,200,2024:05:04 16:16:20,5838 seconds,1489269,0:02:00,0,0.20843492,0.020459423,0.24420825,0.17948352,0.1345733816114082,0.007572415437972699,0.1471430582371571,0.12284967194392157,0.1345733816114082,0.007572415437972695,0.1471430582371571,0.12284967194392157,1.3340687627120464,0.0757336798828804,1.4507925431149578,1.2161491925691665,0.5383653695889983,0.08099373065418879,0.646038443506798,0.393342709798406,0.5741326608104088,0.08013885523330676,0.6608597458133907,0.4163402238236419,0.5442713509567808,0.07988773486062703,0.652499065807745,0.3981352241030387,0.5428942999289911,0.0807002261177555,0.6491140513728632,0.39438681191205366,0.12362855,0.058288954,0.21085215,0.032982346,0.07999218113218683,0.033363609552579145,0.12357941867455441,0.03298234484895202,0.768412851278779,0.2766526563978638,1.1737530664857694,0.38083048533260394,0.7272727272727272,0.16597653257732306,1.0,0.45454545454545453,0.7955555555555556,0.16445945877403012,1.0,0.4733333333333333,0.7333333333333334,0.15869840952317446,1.0,0.4666666666666666,0.7246825396825397,0.1721954664316456,1.0,0.43047619047619057,0.18070823,0.04297677,0.24697256,0.114490844,0.12979914595109507,0.009199801658335406,0.1451543826595767,0.11449084380211555,1.2773463099749234,0.09228600785174786,1.425732099671347,1.1247515300613375,0.6818181818181818,0.2148098011933004,1.0,0.36363636363636365,0.6861904761904762,0.2880312141898767,1.0,0.15714285714285714,0.6944444444444445,0.20404852969118842,1.0,0.4,0.656005291005291,0.2566527175463457,1.0,0.22222222222222224,2.320154,0.0006611789,2.3217463,2.3150237,5.5664536e-08,3.7727477e-06,7.1525574e-06,-7.1525574e-06,2.3201537,0.0006612028,2.3217466,2.3150265,0.14255643,0.031947356,0.20955934,0.110497445,0.194971529647864,0.06484731361337472,0.28497679221395367,0.10990950092847951,0.1686063479182711,0.05186247353247898,0.22691028612432879,0.0751411192416503,0.3761048868282914,0.1107775959101054,0.5184843758953379,0.20271329573443742,0.18638633407633756,0.061886539957699944,0.27449941805354316,0.10345196698850344
