dataset,prediction_method,class,loss_metric,loss_function,lr,beta_1,monitor_metric,monitor_mode,restore_best,features,sample_rate,noise_rate,label_noise_rate,epochs,batch_size,data_length_time,repetitions,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_time,segments_overlap,inner_classifier,calibration,M,datetime,running_time,n_params,decision_time,decision_overlap,Core_pesl_mean,Core_pesl_std,Core_pesl_max,Core_pesl_min,Core_mse_mean,Core_mse_std,Core_mse_max,Core_mse_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_pesl_mean,MV_pesl_std,MV_pesl_max,MV_pesl_min,MV_esl_mean,MV_esl_std,MV_esl_max,MV_esl_min,MV_ll_mean,MV_ll_std,MV_ll_max,MV_ll_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_pesl_mean,MS_pesl_std,MS_pesl_max,MS_pesl_min,MS_esl_mean,MS_esl_std,MS_esl_max,MS_esl_min,MS_ll_mean,MS_ll_std,MS_ll_max,MS_ll_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min,validation_metric_ms_pesl_mean,validation_metric_ms_pesl_std,validation_metric_ms_pesl_max,validation_metric_ms_pesl_min,calibration_metric_ECE_mean,calibration_metric_ECE_std,calibration_metric_ECE_max,calibration_metric_ECE_min,calibration_metric_ACE_mean,calibration_metric_ACE_std,calibration_metric_ACE_max,calibration_metric_ACE_min,calibration_metric_MCE_mean,calibration_metric_MCE_std,calibration_metric_MCE_max,calibration_metric_MCE_min,calibration_metric_MMCE_mean,calibration_metric_MMCE_std,calibration_metric_MMCE_max,calibration_metric_MMCE_min
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[Calibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.17924307,0.024977442,0.22559816,0.15296693,0.12464704055820679,0.008949021879338175,0.14173506124152363,0.11546107520194147,0.6581497108923269,0.101480984005014,0.7655883731833099,0.47210501640881386,0.6683916087662615,0.10155460176443028,0.7771204737434434,0.4827268428585336,0.6657131345963178,0.10190178759127448,0.7749613833243785,0.4802338205615223,0.6631999946163071,0.10113776327205858,0.7732223444637368,0.48040433457490755,0.04195622,0.036304604,0.1025719,0.014713794,0.03225925602072634,0.022875722470347665,0.07348098643769584,0.014713793721090466,0.3654508209366781,0.18772425396473896,0.699772346106795,0.20701810341574856,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.12658338,0.026711337,0.17534265,0.10647137,0.11446216330905269,0.009119227521504271,0.13170628376927124,0.10647135850945011,1.1281023601181845,0.08279278206543676,1.2856314203675956,1.0565845159065232,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.30469290862434223,0.09150016257243712,0.40147209609694956,0.13886870737233412,0.2524665754505014,0.06702224269594506,0.33074118560653715,0.133999770208642,0.4404277424212344,0.08009469584952071,0.5107818120234722,0.26949314434989163,0.29006657671738495,0.08706965091778571,0.3829337243583304,0.1324552291079504
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[UnCalibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.17930329,0.02502545,0.22575215,0.1530359,0.12464474571104041,0.008952811074761455,0.14173902704975969,0.11545502348783723,0.6577590248476324,0.10176128841836184,0.7651195499296765,0.4711673699015471,0.6680785559092849,0.10184134033625443,0.7767430218387646,0.48181824107113796,0.6653255479027741,0.10222427753800974,0.7744485628115579,0.4792081795358813,0.6628545192511366,0.10144017020003977,0.772760180946821,0.4794776716033504,0.041366372,0.037357062,0.10351885,0.01350565,0.03166940489927262,0.023915593575455807,0.07442795343156137,0.013505648736837416,0.35314338727486033,0.20158078127151416,0.7072583464989557,0.18092029573333301,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.12515104,0.02812279,0.17604265,0.10333343,0.11302982769349983,0.010604951385432989,0.13240627904559935,0.10333342392806205,1.1144083054542508,0.09548145627784167,1.2908149812129657,1.0286176717603461,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.304297418616669,0.09178402681484989,0.4009898148871787,0.1379250556691622,0.25182034432436556,0.06707853563036517,0.32937527406654094,0.13225997404072873,0.4393758777826899,0.0821292234258287,0.5108780902096314,0.2639121793210506,0.2897059067459171,0.08734876323196858,0.3825946586218728,0.13155239835916707
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.1826161,0.027383948,0.23120728,0.15294747,0.1280450793663018,0.011447274886796371,0.14749420343795747,0.11544161360422266,0.6578371620565713,0.10205476301387514,0.7655883731833099,0.4702297233942804,0.6680666251812827,0.1021496021218018,0.7771204737434434,0.4807769413486612,0.6653902935955107,0.1024902731999493,0.7749613833243785,0.4782967745566798,0.6628578878338677,0.10175708140040786,0.7732223444637368,0.4783516938802709,0.04202782,0.03642431,0.1030015,0.014713794,0.03233085640821155,0.023004940672802038,0.07391058876260713,0.014713793721090466,0.3658956021192373,0.18851733216009584,0.7024410332021499,0.20701810341574856,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.12894519,0.028143926,0.18473907,0.1064578,0.11924821645926931,0.012648163857252741,0.14110270987640666,0.10645779770786613,1.177590179212669,0.12197445321687903,1.3912855753004696,1.0575953206289823,0.9393939393939394,0.1005037815259212,1.0,0.7272727272727273,0.9311111111111111,0.12658866994334325,1.0,0.6533333333333333,0.9333333333333332,0.11055415967851334,1.0,0.7,0.9227777777777778,0.13090025417549764,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3223062966284966,0.06923277089848516,0.3952113425038647,0.1894172706894063,0.282139233957118,0.05084566272477258,0.33304744932310976,0.19223121464807288,0.4517010857879388,0.08007106623771228,0.5446004983666655,0.2867250382900238,0.3042962804845279,0.06716082990265157,0.3785118692099034,0.17938210940214058
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Totall],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.18266493,0.027411943,0.23128395,0.15302232,0.1280439006958504,0.011449946050323425,0.14749586142112137,0.11544144155095394,0.6576027504297546,0.10204803248249592,0.7651195499296765,0.4702297233942804,0.6679164468387652,0.10213803880663053,0.7767430218387646,0.4808455866480198,0.6651641274023706,0.10251838624621896,0.7744485628115579,0.47823965653346007,0.6626840588431007,0.10174856460174456,0.772760180946821,0.47845490915513417,0.041366372,0.037357062,0.10351885,0.01350565,0.03166940489927262,0.023915593575455807,0.07442795343156137,0.013505648736837416,0.35314338727486033,0.20158078127151416,0.7072583464989557,0.18092029573333301,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13126709,0.031159453,0.18597092,0.10362598,0.11914587268882741,0.013970988648854828,0.14233454937406406,0.1036259748581483,1.177007202732349,0.1339131496310362,1.4034752608764007,1.0326184116006678,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3220726891043391,0.0691651164572036,0.3947473507124775,0.18940864282625694,0.28617030766336465,0.04793311887863371,0.33244031242554734,0.1926069275184834,0.4511633596745017,0.08004325728182347,0.5446064890205086,0.2867277589109209,0.30409085895052196,0.06712574532800306,0.3781531458876029,0.17939037992418663
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Data],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.1826161,0.027383948,0.23120728,0.15294747,0.1280450793663018,0.011447274886796371,0.14749420343795747,0.11544161360422266,0.6578371620565713,0.10205476301387514,0.7655883731833099,0.4702297233942804,0.6680666251812827,0.1021496021218018,0.7771204737434434,0.4807769413486612,0.6653902935955107,0.1024902731999493,0.7749613833243785,0.4782967745566798,0.6628578878338677,0.10175708140040786,0.7732223444637368,0.4783516938802709,0.04239827,0.03358748,0.10510108,0.017470805,0.03512554236657297,0.022550823657682004,0.07601016954773032,0.017470804058756173,0.39610238914255375,0.18216847166385633,0.7223729105592618,0.2402870547398803,0.9545454545454546,0.06943296507508848,1.0,0.8181818181818182,0.9722222222222223,0.04044505494044732,1.0,0.9,0.9555555555555556,0.06573421981221794,1.0,0.8333333333333334,0.9533333333333333,0.06874537021448013,1.0,0.8266666666666665,0.13077995,0.027502472,0.18540062,0.108890034,0.12108297589089811,0.011997829827280733,0.14176425409789245,0.10889002961180387,1.1946656186773483,0.11664192693369634,1.3983983072069532,1.0793050317172934,0.9393939393939394,0.1005037815259212,1.0,0.7272727272727273,0.9311111111111111,0.12658866994334325,1.0,0.6533333333333333,0.9333333333333332,0.11055415967851334,1.0,0.7,0.9227777777777778,0.13090025417549764,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3223062966284966,0.06923277089848516,0.3952113425038647,0.1894172706894063,0.282139233957118,0.05084566272477258,0.33304744932310976,0.19223121464807288,0.4517010857879388,0.08007106623771228,0.5446004983666655,0.2867250382900238,0.3042962804845279,0.06716082990265157,0.3785118692099034,0.17938210940214058
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Data],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.18266493,0.027411943,0.23128395,0.15302232,0.1280439006958504,0.011449946050323425,0.14749586142112137,0.11544144155095394,0.6576027504297546,0.10204803248249592,0.7651195499296765,0.4702297233942804,0.6679164468387652,0.10213803880663053,0.7767430218387646,0.4808455866480198,0.6651641274023706,0.10251838624621896,0.7744485628115579,0.47823965653346007,0.6626840588431007,0.10174856460174456,0.772760180946821,0.47845490915513417,0.043641895,0.0370153,0.105280116,0.015488073,0.03394492203429452,0.023596279569384117,0.07618919494127112,0.01548807312349166,0.3794085379712043,0.19594165263022045,0.7243400387654276,0.21024192162727492,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13307135,0.030591976,0.1866983,0.105557635,0.12095013967917363,0.013435828527594314,0.14306193551235077,0.10555763743424534,1.1937174942839694,0.12974706363078212,1.4113270143174361,1.0494720865481073,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3220726891043391,0.0691651164572036,0.3947473507124775,0.18940864282625694,0.28617030766336465,0.04793311887863371,0.33244031242554734,0.1926069275184834,0.4511633596745017,0.08004325728182347,0.5446064890205086,0.2867277589109209,0.30409085895052196,0.06712574532800306,0.3781531458876029,0.17939037992418663
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[Calibrated][Model],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.1826161,0.027383948,0.23120728,0.15294747,0.1280450793663018,0.011447274886796371,0.14749420343795747,0.11544161360422266,0.6578371620565713,0.10205476301387514,0.7655883731833099,0.4702297233942804,0.6680666251812827,0.1021496021218018,0.7771204737434434,0.4807769413486612,0.6653902935955107,0.1024902731999493,0.7749613833243785,0.4782967745566798,0.6628578878338677,0.10175708140040786,0.7732223444637368,0.4783516938802709,0.040440317,0.03878266,0.10592114,0.0108452225,0.03074334612832508,0.02540285326115111,0.07683022122728243,0.01084522270586662,0.34039779198132947,0.21261407658050335,0.7189859097206583,0.15618574255356704,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13067666,0.032250263,0.18727703,0.102072425,0.11855545526833194,0.015103839261094982,0.14364067782126522,0.10207241859200676,1.1720481490883246,0.1442407347615287,1.4166827056549243,1.0194640983460417,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3223062966284966,0.06923277089848516,0.3952113425038647,0.1894172706894063,0.282139233957118,0.05084566272477258,0.33304744932310976,0.19223121464807288,0.4517010857879388,0.08007106623771228,0.5446004983666655,0.2867250382900238,0.3042962804845279,0.06716082990265157,0.3785118692099034,0.17938210940214058
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[UnCalibrated][Model],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.18266493,0.027411943,0.23128395,0.15302232,0.1280439006958504,0.011449946050323425,0.14749586142112137,0.11544144155095394,0.6576027504297546,0.10204803248249592,0.7651195499296765,0.4702297233942804,0.6679164468387652,0.10213803880663053,0.7767430218387646,0.4808455866480198,0.6651641274023706,0.10251838624621896,0.7744485628115579,0.47823965653346007,0.6626840588431007,0.10174856460174456,0.772760180946821,0.47845490915513417,0.046819072,0.035852205,0.107025236,0.019289427,0.037122099479225144,0.022468892497631798,0.07793432114478674,0.019289425094576314,0.4144748881260874,0.1803799700893415,0.7380051309596819,0.25739302008789594,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13506643,0.0294202,0.18712126,0.11000634,0.12294522613151866,0.012136220517328182,0.14348488930015232,0.1100063484890354,1.2121021815365276,0.11850617560748178,1.4158518954804946,1.089279763357877,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3220726891043391,0.0691651164572036,0.3947473507124775,0.18940864282625694,0.28617030766336465,0.04793311887863371,0.33244031242554734,0.1926069275184834,0.4511633596745017,0.08004325728182347,0.5446064890205086,0.2867277589109209,0.30409085895052196,0.06712574532800306,0.3781531458876029,0.17939037992418663
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[Calibrated]_UQ:[-][No],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.18266493,0.027411943,0.23128395,0.15302232,0.1280439006958504,0.011449946050323425,0.14749586142112137,0.11544144155095394,0.6576027504297546,0.10204803248249592,0.7651195499296765,0.4702297233942804,0.6679164468387652,0.10213803880663053,0.7767430218387646,0.4808455866480198,0.6651641274023706,0.10251838624621896,0.7744485628115579,0.47823965653346007,0.6626840588431007,0.10174856460174456,0.772760180946821,0.47845490915513417,0.047657818,0.035702582,0.107592344,0.020054657,0.03796084910937441,0.022328759442932573,0.07850143284440823,0.020054658311788418,0.42246009305644106,0.17907076955266205,0.7435239523128206,0.26546720694222914,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13561293,0.029288255,0.1873677,0.110442884,0.12349172833960598,0.01202544071590072,0.14373133755636933,0.11044288815425439,1.2172643993126435,0.11767374523249485,1.4185327618551504,1.0931493329870932,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.3220726891043391,0.0691651164572036,0.3947473507124775,0.18940864282625694,0.28617030766336465,0.04793311887863371,0.33244031242554734,0.1926069275184834,0.4511633596745017,0.08004325728182347,0.5446064890205086,0.2867277589109209,0.30409085895052196,0.06712574532800306,0.3781531458876029,0.17939037992418663
/kaggle/input/spatio-temporal-data/datasets/ConfLongDemo_JSI/,InCls:[UnCalibrated]_UQ:[-][No],5,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7bb2c647e410>,0.0001,0.5,ms_pesl,min,True,"['x', 'y', 'z']",30,100,0.0,50,32,-1,10,10,5,2,3,1,0:00:03,0.75,CNN_L,TemperatureScaling,200,2024:05:03 15:54:56,23465 seconds,1489269,0:02:00,0,0.17930329,0.02502545,0.22575215,0.1530359,0.12464474571104041,0.008952811074761455,0.14173902704975969,0.11545502348783723,0.6577590248476324,0.10176128841836184,0.7651195499296765,0.4711673699015471,0.6680785559092849,0.10184134033625443,0.7767430218387646,0.48181824107113796,0.6653255479027741,0.10222427753800974,0.7744485628115579,0.4792081795358813,0.6628545192511366,0.10144017020003977,0.772760180946821,0.4794776716033504,0.047657818,0.035702582,0.107592344,0.020054657,0.03796084910937441,0.022328759442932573,0.07850143284440823,0.020054658311788418,0.42246009305644106,0.17907076955266205,0.7435239523128206,0.26546720694222914,0.9393939393939394,0.08570991287109664,1.0,0.8181818181818182,0.9611111111111111,0.05583264233956053,1.0,0.8666666666666666,0.9444444444444443,0.07856742013183862,1.0,0.8333333333333333,0.94,0.0849400660160729,1.0,0.8133333333333332,0.13089435,0.025710175,0.17784129,0.111544974,0.11877313186186837,0.008126873499694336,0.13420491873859078,0.11154498328874453,1.1673450792028783,0.07458986900590024,1.3099169576339313,1.1019774418925254,0.9242424242424242,0.11030469529212905,1.0,0.7272727272727273,0.9199999999999999,0.12881223774390615,1.0,0.6533333333333333,0.9222222222222222,0.11653431646335019,1.0,0.7,0.9094444444444445,0.13714572766690167,1.0,0.6433333333333333,0.14089602,0.02945187,0.18578541,0.10835036,0.304297418616669,0.09178402681484989,0.4009898148871787,0.1379250556691622,0.25182034432436556,0.06707853563036517,0.32937527406654094,0.13225997404072873,0.4393758777826899,0.0821292234258287,0.5108780902096314,0.2639121793210506,0.2897059067459171,0.08734876323196858,0.3825946586218728,0.13155239835916707
