dataset,prediction_method,class,loss_metric,loss_function,lr,beta_1,monitor_metric,monitor_mode,restore_best,features,sample_rate,noise_rate,label_noise_rate,epochs,batch_size,data_length_time,repetitions,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_time,segments_overlap,inner_classifier,calibration,M,datetime,running_time,n_params,decision_time,decision_overlap,Core_pesl_mean,Core_pesl_std,Core_pesl_max,Core_pesl_min,Core_mse_mean,Core_mse_std,Core_mse_max,Core_mse_min,Core_esl_mean,Core_esl_std,Core_esl_max,Core_esl_min,Core_ll_mean,Core_ll_std,Core_ll_max,Core_ll_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_pesl_mean,MV_pesl_std,MV_pesl_max,MV_pesl_min,MV_esl_mean,MV_esl_std,MV_esl_max,MV_esl_min,MV_ll_mean,MV_ll_std,MV_ll_max,MV_ll_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_pesl_mean,MS_pesl_std,MS_pesl_max,MS_pesl_min,MS_esl_mean,MS_esl_std,MS_esl_max,MS_esl_min,MS_ll_mean,MS_ll_std,MS_ll_max,MS_ll_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min,UQ_Total_mean,UQ_Total_std,UQ_Total_max,UQ_Total_min,UQ_Model_mean,UQ_Model_std,UQ_Model_max,UQ_Model_min,UQ_Data_mean,UQ_Data_std,UQ_Data_max,UQ_Data_min,validation_metric_ms_pesl_mean,validation_metric_ms_pesl_std,validation_metric_ms_pesl_max,validation_metric_ms_pesl_min,calibration_metric_ECE_mean,calibration_metric_ECE_std,calibration_metric_ECE_max,calibration_metric_ECE_min,calibration_metric_ACE_mean,calibration_metric_ACE_std,calibration_metric_ACE_max,calibration_metric_ACE_min,calibration_metric_MCE_mean,calibration_metric_MCE_std,calibration_metric_MCE_max,calibration_metric_MCE_min,calibration_metric_MMCE_mean,calibration_metric_MMCE_std,calibration_metric_MMCE_max,calibration_metric_MMCE_min
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[Calibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639339,0.14527994,0.11180345,0.07900583564796491,0.00795212539604431,0.09333023970475923,0.06912629000839701,0.07900583564796491,0.007952125396044313,0.09333023970475925,0.06912629000839701,3.640244966665333,0.7991816845349746,5.101861012700806,2.9601063269159833,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10698426,0.020468079,0.14328974,0.08425117,0.06470613231165141,0.013448034258450566,0.08996165991630212,0.051101273930265215,4.355143070483536,1.7408746691897439,7.769117628127999,2.4460687412146043,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.100483716,0.016396372,0.123012684,0.078158475,0.05772515510410467,0.008495320729999001,0.06920190832975627,0.046449876754463604,1.9854081273289739,0.3841295836621534,2.4661418917496967,1.4165056413604429,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849029,3.5687435,3.566605,8.612221e-09,1.7531178e-07,2.598274e-07,-1.9715294e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.38706863949517434,0.06712340768978871,0.5104945474073346,0.29607931178875546,0.35204221072897585,0.051556945018652205,0.45215436337954495,0.2957654367321384,0.6503512884541486,0.10744799695425322,0.8034730851650238,0.48847230624740334,0.31379821858787743,0.061956463748081336,0.42809654084881216,0.22624338719658674
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[UnCalibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639339,0.14527994,0.11180345,0.07900583564796491,0.00795212539604431,0.09333023970475923,0.06912629000839701,0.07900583564796491,0.007952125396044313,0.09333023970475925,0.06912629000839701,3.640244966665333,0.7991816845349746,5.101861012700806,2.9601063269159833,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10698425,0.020468097,0.1432898,0.08425117,0.06470612542075542,0.013448050785289562,0.0899617009895888,0.051101271034592,4.355142786380075,1.7408751097699928,7.769118572932385,2.446067977246315,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.100483716,0.01639638,0.123012714,0.07815847,0.05772515016019738,0.008495323850336004,0.06920189642823768,0.04644987477567244,1.9854079884121945,0.384129687020223,2.466141531325589,1.4165053169501354,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.38706863949517434,0.06712340768978871,0.5104945474073346,0.29607931178875546,0.35204221072897585,0.051556945018652205,0.45215436337954495,0.2957654367321384,0.6503512884541486,0.10744799695425322,0.8034730851650238,0.48847230624740334,0.31379821858787743,0.061956463748081336,0.42809654084881216,0.22624338719658674
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10698426,0.020468079,0.14328974,0.08425117,0.06470613231165141,0.013448034258450566,0.08996165991630212,0.051101273930265215,4.355143070483536,1.7408746691897439,7.769117628127999,2.4460687412146043,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.100483716,0.016396374,0.123012684,0.07815847,0.05772515378276874,0.0084953210984694,0.06920190535377486,0.04644987403741309,1.9844535980714213,0.38295352104582586,2.4604668129942273,1.416505702540736,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849029,3.5687435,3.566605,8.612221e-09,1.7531178e-07,2.598274e-07,-1.9715294e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Totall],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10698425,0.020468097,0.1432898,0.08425117,0.06470612542075542,0.013448050785289562,0.0899617009895888,0.051101271034592,4.355142786380075,1.7408751097699928,7.769118572932385,2.446067977246315,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.100483716,0.016396381,0.123012714,0.07815847,0.05772514881303544,0.008495324230142398,0.06920189341764028,0.046449872016922,1.9844534602609254,0.3829536274506347,2.4604664620653973,1.4165053775127532,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Data],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10698414,0.020468067,0.1432892,0.0842507,0.064706007840317,0.013447984948568178,0.08996109603697666,0.05110081184679595,4.355144720610226,1.7408834520436167,7.7691270047996035,2.4460508270573933,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.100483656,0.016396608,0.123012505,0.07815777,0.05772511269412095,0.0084955587493959,0.06920252316187846,0.04644917488515236,1.9844536080486288,0.3829596973710998,2.4604718801689645,1.4165167928523401,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849029,3.5687435,3.566605,8.612221e-09,1.7531178e-07,2.598274e-07,-1.9715294e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Data],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.1069841,0.020468075,0.14328912,0.08425068,0.06470597027931896,0.013447999139636067,0.08996103487410283,0.051100779033717646,4.355145050962171,1.740883440268983,7.769126955195205,2.4460537520325754,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.40246392496392497,0.10485152055221283,0.5512716450216449,0.24138888888888888,0.4435846560846561,0.10891596159380085,0.5775793650793651,0.25992063492063494,0.3883299813624246,0.10665830570659618,0.5277228490463785,0.20027412280701753,0.10048363,0.016396623,0.12301249,0.078157805,0.05772508496987769,0.008495572758406837,0.06920255474888372,0.046449209125954,1.9844526435391092,0.3829598750912402,2.4604699288998515,1.4165112006361562,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.39761338198838203,0.10306371097441899,0.5381944444444444,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38784589175778544,0.11322501722802376,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[Calibrated][Model],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.1068477,0.02021399,0.14265274,0.084343165,0.0645695744485304,0.013197869464168266,0.08932464556708672,0.051193270418062424,4.3503092413616224,1.7350335690375116,7.755017436650708,2.4515989785002996,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.3951744628827962,0.11226902043723219,0.5759078884078884,0.2423611111111111,0.4417328042328042,0.10669375223661381,0.5664682539682541,0.25992063492063494,0.38526235939359293,0.10474920896567969,0.5160164998400293,0.20145019807583475,0.10034572,0.01616342,0.12252119,0.07825673,0.05758716715972892,0.008270768637404509,0.06872193037901658,0.04654813540334855,1.9785958537356916,0.3767874093783143,2.4521786795788225,1.4161622612689762,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.3979205208371875,0.1013511247388626,0.5324074074074073,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38916228369917744,0.1130817481489214,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849029,3.5687435,3.566605,8.612221e-09,1.7531178e-07,2.598274e-07,-1.9715294e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[UnCalibrated][Model],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10684771,0.020213995,0.14265276,0.08434317,0.06456957917053502,0.01319787054574891,0.08932466371100646,0.05119327358341132,4.350309141548016,1.73503366819234,7.755017620213766,2.451598243114815,0.4465408805031446,0.09412974557921866,0.5660377358490566,0.3018867924528302,0.3951744628827962,0.11226902043723219,0.5759078884078884,0.2423611111111111,0.4417328042328042,0.10669375223661381,0.5664682539682541,0.25992063492063494,0.38526235939359293,0.10474920896567969,0.5160164998400293,0.20145019807583475,0.10034573,0.016163414,0.1225212,0.078256726,0.057587170391031395,0.008270767503097395,0.0687219221750711,0.046548126361006394,1.9785959874630012,0.37678742977370056,2.452179018020369,1.4161631801429724,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.3979205208371875,0.1013511247388626,0.5324074074074073,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38916228369917744,0.1130817481489214,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[Calibrated]_UQ:[-][No],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639338,0.14527993,0.111803435,0.07900582505682317,0.00795212435224005,0.0933302250074617,0.06912627721979983,0.0790058250568232,0.007952124352240053,0.09333022500746171,0.06912627721979984,3.6343120052139333,0.7949901606541682,5.085892650366495,2.9557694927178724,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10660747,0.020486722,0.14265263,0.082901776,0.06456955201524037,0.013197860187767087,0.08932454541904207,0.05119317374494275,4.350309782433411,1.735035447537818,7.755020093264146,2.451595731927014,0.449685534591195,0.09829245036533196,0.5849056603773585,0.3018867924528302,0.3982333253166586,0.11723902806161444,0.5759078884078884,0.2423611111111111,0.44636243386243385,0.11245302124347965,0.5942460317460317,0.25992063492063494,0.38893808181931533,0.10972762106944067,0.5388339601574896,0.20145019807583475,0.10034573,0.01616346,0.12252117,0.0782566,0.057587160914926154,0.008270810928763814,0.06872203975039964,0.04654800090211675,1.9785960285893094,0.37678852241524385,2.45217955550971,1.4161647492344636,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.3979205208371875,0.1013511247388626,0.5324074074074073,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38916228369917744,0.1130817481489214,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.3870684471580725,0.06712335264880732,0.5104942762592664,0.29607928069973505,0.35204213592187145,0.05155693147149745,0.45215427349521,0.2957654146766327,0.6503511840161833,0.10744804921140526,0.8034730851650238,0.4884720690312234,0.3137980983093913,0.0619564319699604,0.42809636959181996,0.22624336694336644
/kaggle/input/spatio-temporal-data/datasets/Healthy_Older_People/,InCls:[UnCalibrated]_UQ:[-][No],12,pesl,<keras.src.losses.losses.CategoricalCrossentropy object at 0x7f7438607f10>,0.0001,0.5,ms_pesl,min,True,"['X', 'Y', 'Z']",1,100,0.0,20,32,-1,10,10,5,2,3,1,0:00:08,0.75,CNN_L,TemperatureScaling,300,2024:05:21 04:32:22,15175 seconds,152956,0:03:00,0,0.12710904,0.011639339,0.14527994,0.11180345,0.07900583564796491,0.00795212539604431,0.09333023970475923,0.06912629000839701,0.07900583564796491,0.007952125396044313,0.09333023970475925,0.06912629000839701,3.640244966665333,0.7991816845349746,5.101861012700806,2.9601063269159833,0.37028527666092287,0.06312596986024606,0.44131725062224775,0.26517327206586255,0.36287877919667383,0.07034230633813827,0.44980301399876293,0.27004173514316615,0.3721591749871405,0.07712844170013061,0.45732960452891086,0.24019048932688425,0.34489364152772967,0.08060010519515555,0.4314597177108436,0.20166811034055468,0.10660747,0.020486722,0.14265263,0.082901776,0.06456955201524037,0.013197860187767087,0.08932454541904207,0.05119317374494275,4.350309782433411,1.735035447537818,7.755020093264146,2.451595731927014,0.449685534591195,0.09829245036533196,0.5849056603773585,0.3018867924528302,0.3982333253166586,0.11723902806161444,0.5759078884078884,0.2423611111111111,0.44636243386243385,0.11245302124347965,0.5942460317460317,0.25992063492063494,0.38893808181931533,0.10972762106944067,0.5388339601574896,0.20145019807583475,0.10034573,0.01616346,0.12252117,0.0782566,0.05758716230473351,0.008270810554726529,0.06872204273340246,0.046548003648202566,1.979561596207912,0.3779912825167699,2.457918014364187,1.4161646879092007,0.440251572327044,0.10486372327379287,0.5849056603773585,0.2830188679245283,0.3979205208371875,0.1013511247388626,0.5324074074074073,0.2366452991452991,0.44169973544973545,0.12056410745490051,0.5942460317460317,0.2390873015873016,0.38916228369917744,0.1130817481489214,0.5434335272570566,0.19246137849079026,3.5680625,0.0006849111,3.5687435,3.566605,1.4219293e-08,1.5833376e-07,2.4188782e-07,-1.5556778e-07,3.5680625,0.000684895,3.5687435,3.566605,0.09318707,0.0177819,0.11589721,0.06641569,0.38706863949517434,0.06712340768978871,0.5104945474073346,0.29607931178875546,0.35204221072897585,0.051556945018652205,0.45215436337954495,0.2957654367321384,0.6503512884541486,0.10744799695425322,0.8034730851650238,0.48847230624740334,0.31379821858787743,0.061956463748081336,0.42809654084881216,0.22624338719658674
